title,price,is_both_ways,travel_dates,miles,routing,travel_info,posting_date
"United - $617: Los Angeles - Bali, Indonesia. Roundtrip, including all Taxes",617,0,"/January 10th, 2015 - March 31st, 2015",19644,LAX - NRT (Tokyo) - SIN (Singapore) - DPS (Bali - Denpasar) - SIN - NRT - LAX,"<li>Valid for travel on the outbound from January 10th, 2015 - March 31st, 2015 for Monday through Thursday departures with a 7 day stay minimum. Limited availability. There is better availability for $30 - $50 more. Must purchase by December 2nd</li>",02 Dec 2014,United
"The Shorthaul - American / United / Virgin America - $196: Dallas - San Francisco / San Jose, California (and vice versa). Roundtrip, including all Taxes",196,1,"/January 6th, 2015 - March 5th, 2015",2936,SFO (San Francisco) - DFW - SFO (San Francisco)/DFW - SFO (San Francisco) - DFW,"<li>Valid for travel from January 6th, 2015 - March 5th, 2015 for Monday, Tuesday, Wednesday, Thursday and Saturday departures. Must purchase at least 14 days in advance of departure</li>",02 Dec 2014,American / United / Virgin America
"The Shorthaul - American / Delta / Virgin America - $196: Dallas - New York (and vice versa). Roundtrip, including all Taxes",196,1,"/January, 2015 - June 6th, 2015",2756,LaGuardia) - LGA (New York - DFW - LaGuardia)/DFW - LGA (New York - LaGuardia) - DFW,"<li>Valid for travel from January, 2015 - June 6th, 2015 for Monday, Tuesday, Wednesday, Thursday and Saturday departures. Must purchase at least 14 days in advance of departure</li>",02 Dec 2014,American / Delta / Virgin America
"Delta - $245: San Francisco - Chicago (and vice versa). Roundtrip, including all Taxes",245,1,"/Nov 30 2014 - October, 2015",5058,ORD (Chicago) - DTW (Detroit) - SFO - ATL (Atlanta) - ORD (Chicago)/SFO - DTW (Detroit) - ORD (Chicago) - ATL (Atlanta) - SFO,"<li>Valid for travel until October, 2015. Blackout dates during the holidays. Must purchase at least 14 days in advance of departure</li>",30 Nov 2014,Delta
"United - $933: Philadelphia - Singapore. Roundtrip, including all Taxes",933,0,"/January 5th, 2105 - March 25th, 2015",20468,PHL - IAD (Washington D,"<li>Valid for travel on the outbound from January 5th, 2105 - March 25th, 2015 for Monday through Thursday departures with a 7 day minimum stay. Must purchase at least 3 days in advance of departure</li>",30 Nov 2014,United
"American - $599: Boston - Kona, Hawaii. Roundtrip, including all Taxes",599,0,/Nov 30 2014 - December 16th,10220,BOS - LAX (Los Angeles) - KOA (Kona) - LAX - BOS,<li>Valid for travel until December 16th for Monday through Wednesday departures to Hawaii and Monday through Thursday departures from Hawaii. Must purchase at least 1 day in advance of departure.</li>,30 Nov 2014,American
"American - $751: Los Angeles - Ho Chi Minh City, Vietnam. Roundtrip, including all Taxes",751,0,"/January 10th, 2015 - April 15th, 2015",16328,LAX - NRT (Tokyo) - SGN (Ho Chi Minh City) - NRT - LAX,"<li>Valid for travel on the outbound from January 10th, 2015 - April 15th, 2015 for Monday through Thursday departures. Must purchase at least 7 days in advance of departure</li>",30 Nov 2014,American
"The Shorthaul - American / United - $132: Chicago - Boston (and vice versa). Roundtrip, including all Taxes",132,1,"/January 6th, 2015 - February 11th, 2015",1724,ORD (Chicago) - BOS - ORD (Chicago)/BOS - ORD (Chicago) - BOS,"<li>Valid for travel from January 6th, 2015 - February 11th, 2015 for Monday, Tuesday, Wednesday, Thursday and Saturday departures.. Must purchase at least 7 days in advance of departure</li>",30 Nov 2014,American / United
"Alaska Air Cyber Monday Sale - Some Good Deals like Oakland - Maui. $258. Roundtrip, including all Taxes",258,0,"/January 6th, 2015 - March 4th, 2015",4690,OAK - OGG (Maui) - OAK,"<li>Valid for travel from January 6th, 2015 - March 4th, 2015 for Tuesday, Wednesday and Saturday departures (with the following exceptions: Travel from Mexico is valid Tuesdays through Thursdays. Travel to Mexico is valid Mondays through Wednesdays. Travel from Hawaii is valid Mondays through Thursdays. Travel to Hawaii is valid Sundays through Wednesdays. Travel from Alaska is valid Sundays through Tuesdays. Travel to Alaska is valid Thursdays through Saturdays). Must purchase by December 8th</li>",30 Nov 2014,Some Good Deals like Oakland
"United - $582: Washington D.C. / Chicago / New York / Boston - Istanbul, Turkey. Roundtrip, including all Taxes",582,0,"/January 6th, 2015 - March 26th, 2015",10936,Not Found,"<li>Valid for travel on the outbound from January 6th, 2015 - March 26th, 2015 with a 7 day minimum stay. Must purchase by December 1st</li>",01 Dec 2014,United
"Avianca - $362: New York - Cartagena, Colombia. Roundtrip, including all Taxes",362,0,"/January 14th, 2015 - June 15th, 2015",6579,JFK - SAL (San Salvador) - BOG (Bogota) - CTG (Cartagena) - BOG - JFK,"<li>Valid for travel on the outbound from January 14th, 2015 - June 15th, 2015. Must purchase by December 1st (TODAY)</li>",01 Dec 2014,Avianca
"Delta - $770: Boston / Washington D.C. - Johannesburg, South Africa. Roundtrip, including all Taxes",770,0,"/January 6th, 2015 - March 26th, 2015",18752,BOS - ATL (Atlanta) - JNB (Johannesburg) - ATL - BOS,"<li>Valid for travel on the outbound from January 6th, 2015 - March 26th, 2015. Must purchase by December 1st</li>",01 Dec 2014,Delta
"United - $668: San Francisco - Bali, Indonesia. Roundtrip, including all Taxes",668,0,"/January 5th, 2015 - March 25th, 2015",19120,SFO - HKG (Hong Kong) - SIN (Singapore) - DPS (Bali - Denpasar) - SIN - HKG - SFO,"<li>Valid for travel on the outbound from January 5th, 2015 - March 25th, 2015 for Monday through Thursday departures with a 7 day stay minimum. Must purchase at least 3 days in advance of departure</li>",01 Dec 2014,United
"United - $178: New York - Denver (and vice versa). Roundtrip, including all Taxes",178,1,"/January 6th, 2015 - February 11th, 2015",3252,Not Found,"<li>Valid for travel from January 6th, 2015 - February 11th, 2015 for Monday, Tuesday, Wednesday, Thursday and Saturday departures. Must purchase at least 7 days in advance of departure</li>",29 Nov 2014,United
"United - $747: Dallas - Dubai, United Arab Emirates. Roundtrip, including all Taxes",747,0,"/Nov 29 2014 - December 12th/January 10th, 2015 - March 31st, 2015",16468,DFW - IAD (Washington D,"<li>Valid for travel on the outbound until December 12thor January 10th, 2015 - March 31st, 2015. Must purchase at least 7 days in advance of departure</li>",29 Nov 2014,United
"United - $296: San Francisco - Boston (and vice versa). Roundtrip, including all Taxes",296,1,"/Nov 29 2014 - March 4th, 2015",5396,BOS (Boston) - SFO - BOS (Boston)/SFO - BOS (Boston) - SFO,"<li>Valid for travel until March 4th, 2015. Blackout during the holidays. Must purchase at least 10 days in advance of departure</li>",29 Nov 2014,United
"United - $676: Phoenix - Moscow, Russia. Roundtrip, including all Taxes",676,0,"/January 12th, 2015 - March 12th, 2015",14088,PHX - ORD (Chicago) - FRA (Frankfurt) - DME (Moscow) - FRA - ORD - PHX,"<li>Valid for travel on the outbound from January 12th, 2015 - March 12th, 2015. Availability is limited. Must purchase at least 3 days in advance of departure</li>",29 Nov 2014,United
"Delta / United - $416: Portland - Providenciales, Turks and Caicos. Roundtrip, including all Taxes",416,0,"/Nov 29 2014 - March, 2015",7880,PDX - LAX (Los Angeles) - JFK (New York) - PLS (Providenciales) - ATL (Atlanta) - PDX,"<li><strong>Delta:</strong> Valid for travel until March, 2015. Blackout dates from mid-December to early January. Must purchase at least 3 days in advance of departure</li>",29 Nov 2014,Delta / United
"US Airways - $96: Dallas - Philadelphia (and vice versa). Roundtrip, including all Taxes",96,1,"/January 7th, 2015 - February 10th, 2015",2596,PHL (Philadelphia) - DFW - PHL (Philadelphia)/DFW - PHL (Philadelphia) - DFW,"<li>Valid for travel from January 7th, 2015 - February 10th, 2015. Must purchase at least 7 days in advance of departure</li>",26 Nov 2014,US Airways
"United - $789: Seattle - Bali, Indonesia. Roundtrip, including all Taxes",789,0,"/January 1st, 2015 - May 15th, 2015",20476,SEA - SFO (San Francisco) - HKG (Hong Kong) - SIN (Singapore) - DPS (Bali - Denpasar) - SIN - HKG - SFO - SEA,"<li>Valid for travel on the outbound from January 1st, 2015 - May 15th, 2015 for Monday through Thursday departures. Must purchase at least 3 days in advance of departure</li>",26 Nov 2014,United
"Delta - $260: Los Angeles - Guadalajara, Mexico. Roundtrip, including all Taxes",260,0,"/Nov 26 2014 - June 30th, 2015/December 14th - January 10th, 2015/March 27th, 2015 - April 12th, 2015",4721,LAX - ATL (Atlanta) - GDL (Guadalajara) - LAX,"<li>Valid for travel on the outbound until June 30th, 2015. Blackout during from December 14th - January 10th, 2015 or March 27th, 2015 - April 12th, 2015. Availability in 2014 is limited. Must purchase at least 3 days in advance of departure</li>",26 Nov 2014,Delta
"United - $825: Washington D.C. - Dubai, United Arab Emirates. Roundtrip, including all Taxes",825,0,"/Nov 27 2014 - December 12th/January 10th, 2015 - March 31st, 2015",14114,IAD - DXB (Dubai) - IAD,"<li>Valid for travel on the outbound until December 12th or January 10th, 2015 - March 31st, 2015. Must purchase at least 7 days in advance of departure</li>",27 Nov 2014,United
"American / jetBlue / Virgin America - $238: New York - Las Vegas (and vice versa). Roundtrip, including all Taxes",238,1,"/January, 2015 - February 11th, 2015",4456,LAS (Las Vegas) - JFK - LAS (Las Vegas)/JFK - LAS (Las Vegas) - JFK,"<li>Valid for travel from January, 2015 - February 11th, 2015 for Monday, Tuesday, Wednesday, Thursday and Saturday departures. Blackout dates around the holidays. Must purchaseby November 19th</li>",27 Nov 2014,American / jetBlue / Virgin America
"airberlin - $549: Chicago - Warsaw / Krakow / Gdansk, Poland. Roundtrip, including all Taxes",549,0,"/January 12th, 2015 - March 22th, 2015",9468,ORD - TXL (Berlin) - WAW (Warsaw) - TXL - ORD,"<li>Valid for travel from January 12th, 2015 - March 22th, 2015. Must purchase by December 2nd</li>",27 Nov 2014,airberlin
"Delta - $262: San Jose / Oakland / Los Angeles / Fresno - Mexico City, Mexico. Roundtrip, including all Taxes",262,0,"/Nov 27 2014 - June 30th, 2015/December 14th - January 10th, 2015/March 27th, 2015 - April 12th, 2015",6912,SJC - ATL (Atlanta) - MEX (Mexico City) - ATL - SJC,"<li>Valid for travel on the outbound until June 30th, 2015.Blackout during from December 14th - January 10th, 2015 or March 27th, 2015 - April 12th, 2015. Must purchase at least 3 days in advance of departure and by November 27th (TODAY)</li>",27 Nov 2014,Delta
"Delta - $778: Portland - Bali, Indonesia. Roundtrip, including all Taxes",778,0,"/Nov 27 2014 - May, 2015",17068,PDX - NRT (Tokyo) - TPE (Taipei) - DPS (Bali - Denpasar) - TPE - NRT - PDX,"<li>Valid for travel until May, 2015 for Monday through Thursday departures. Availability is limited. Must purchase at least 3 days in advance of departure</li>",27 Nov 2014,Delta
"United - $681: Phoenix - St. Petersburg, Russia. Roundtrip, including all Taxes",681,0,"/January 12th, 2015 - March 12th, 2015",14150,PHX - ORD (Chicago) -MUC (Munich) - LED (St,"<li>Valid for travel on the outbound from January 12th, 2015 - March 12th, 2015. Availability is limited. Must purchase at least 3 days in advance of departure</li>",27 Nov 2014,United
"The Shorthaul - United - $168: Newark - Orlando (and vice versa). Roundtrip, including all Taxes",168,1,"/January 6th, 2015 - February 11th, 2015",1876,MCO (Orlando) - EWR - MCO (Orlando)/EWR - MCO (Orlando) - EWR,"<li>Valid for travel from January 6th, 2015 - February 11th, 2015. Must purchase at least 21 days in advance of departure.</li>",27 Nov 2014,United
"All Nippon Airways - $1,064: Washington D.C. - Yangon, Myanmar. Roundtrip, including all Taxes",1,0,"/Nov 28 2014 - December 11th/January 12th, 2015 - April 30th, 2015",19492,IAD - NRT (Tokyo) - RGN (Yangon) - NRT - IAD,"<li>Valid for travel on the outbound until December 11th or January 12th, 2015 - April 30th, 2015 for Monday through Thursday departures. Must purchase at least 7 days in advance of departure</li>",28 Nov 2014,All Nippon Airways
"airberlin - $557: New York - Helsinki, Finland. Roundtrip, including all Taxes",557,0,"/January 12th, 2015 - March 22th, 2015",9352,JFK - TXL (Berlin) - HEL (Helsinki) - TXL - JFK,"<li>Valid for travel from January 12th, 2015 - March 22th, 2015. Must purchase by December 2nd</li>",28 Nov 2014,airberlin
"United - $871: Boston - Osaka, Japan. Roundtrip, including all Taxes",871,0,"/Nov 28 2014 - December 9th/January 1st, 2015 - April 30th, 2015",16176,BOS - SFO (San Francisco) - KIX (Osaka) - SFO - BOS,"<li>Valid for travel on the outbound until December 9th or January 1st, 2015 - April 30th, 2015 for Monday - Thursday departures. Must purchase at least 3 days in advance of departure</li>",28 Nov 2014,United
"United - $718: Los Angeles - Manila, Philippines. Roundtrip, including all Taxes",718,0,"/January 1st, 2015 - April 30th, 2015",15892,LAX - HNL (Honolulu) - GUM (Guam) - MNL (Manila) - GUM - HNL - LAX,"<li>Valid for travel on the outbound from January 1st, 2015 - April 30th, 2015. Must purchase at least 45 days in advance of departure</li>",28 Nov 2014,United
"United / Lufthansa - $451: Chicago - Moscow, Russia. Roundtrip, including all Taxes",451,0,"/January 12th, 2015 - March 12th, 2015",11440,Not Found,"<li>Valid for travel on the outbound from January 12th, 2015 - March 12th, 2015. Must purchase at least 3 days in advance of departure</li>",28 Nov 2014,United / Lufthansa
"Delta - $273: Seattle - Orlando (and vice versa). Roundtrip, including all Taxes",273,1,"/January, 2015 - September, 2015",5150,MCO (Orlando) - ATL (Atlanta) - SEA - ATL - MCO (Orlando)/SEA - ATL (Atlanta) - MCO (Orlando) - ATL - SEA,"<li>Valid for travel from January, 2015 - September, 2015 with blackout dates from June to late August in addition to Spring Break. Must purchase at least 21 days in advance of departure</li>",25 Nov 2014,Delta
"American - $933: Dallas - Kuala Lumpur, Malaysia. Roundtrip, including all Taxes",933,0,"/Nov 25 2014 - December 7th/January 10th, 2015 - April 15th, 2015",19374,DFW - HKG (Hong Kong) - KUL - HKG - DFW,"<li>Valid for travel on the outbound until December 7th or January 10th, 2015 - April 15th, 2015 for Monday through Thursday departures. Must purchase at least 3 days in advance of departure.</li>",25 Nov 2014,American
"American / Delta - $858: Los Angeles - Rio de Janeiro, Brazil. Roundtrip, including all Taxes",858,0,"/March 1st, 2015 - May 31st, 2015",14544,LAX - JFK (New York) - GIG (Rio de Janeiro) - JFK - LAX,"<li>Valid for travel from March 1st, 2015 - May 31st, 2015. Must purchase by November 25th (TODAY)</li>",25 Nov 2014,American / Delta
"airberlin - $495 - $643: Chicago / New York - Germany. Roundtrip, including all Taxes",495,0,"/January 12th, 2015 - March 22th, 2015",8836,ORD - TXL (Berlin) - ORD,"<li>Valid for travel from January 12th, 2015 - March 22th, 2015. Must purchase by December 2nd</li>",25 Nov 2014,airberlin
"Delta - Under $725: Washington D.C. / Chicago / San Francisco - Hong Kong / Beijing / Shanghai / Taipei. Roundtrip, including all Taxes",725,0,"/Nov 25 2014 - December 9th/January 7th, 2015 - April 30th, 2015",17602,DCA - SEA (Seattle) - HKG (Hong Kong) - SEA - DCA,"<li>Valid for travel on the outbound until December 9th or January 7th, 2015 - April 30th, 2015 for Monday through Thursday departures with a 7 day minimum stay. Must purchase at least 3 days in advance of departure</li>",25 Nov 2014,Delta
"US Airways - $80: Philadelphia - Las Vegas (and vice versa). Roundtrip, including all Taxes",80,1,"/January 7th, 2015 - February 10th, 2015",4332,LAS (Las Vegas)- PHL - PHL/PHL - LAS (Las Vegas)- PHL,"<li>Valid for travel from January 7th, 2015 - February 10th, 2015. Must purchase at least 7 days in advance of departure</li>",25 Nov 2014,US Airways
